remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
soporte_usuarios@example.org;usuario24@example.com;Solicitud de soporte;Gracias por contactarnos, en breve le atenderemos;2024-08-02 10:30:00;0;comun;1;0;0.95;Pass;0;0;1;0;HAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
oferta_increible@ganadinero.com;usuario1@example.com,usuario2@example.com,usuario3@example.com;¡Gane Millones!;¡Felicidades! Ha ganado un premio de $10,000,000. Reclame aquí: [link sospechoso];2024-07-26 10:30:00;5;sospechoso;3;2;0.2;Fail;1;1;10;0;SPAM
banco_colombia@correos.com;cliente@bancocolombia.com;Actualización de su cuenta;Estimado cliente, actualice su información bancaria aquí: [link seguro];2024-07-26 12:00:00;1;comun;1;0;0.8;Pass;0;0;1;0;HAM
ofertas_especiales@megaoferta.net;usuario4@example.com,usuario5@example.com;¡Oferta Exclusiva!;Aproveche nuestra oferta especial de vacaciones en Cartagena. Haga clic aquí: [link sospechoso];2024-07-26 14:15:00;3;sospechoso;2;1;0.1;Fail;1;0;7;0;SPAM
ganagana@correo.com;usuario6@example.com,usuario7@example.com;Gane un carro!;¡Felicitaciones! Ha ganado un carro nuevo. Responda para reclamarlo.;2024-07-26 16:45:00;4;lista_negra;5;3;0.3;Fail;1;1;8;0;SPAM
notificaciones@empresa.com.co;usuario8@example.com;Su pedido ha sido enviado;Su pedido #123 ha sido enviado. Puede rastrearlo aquí: [link seguro];2024-07-27 08:00:00;0;comun;1;1;0.9;Pass;0;0;0;0;HAM
premio_millonario@premios.net;usuario9@example.com,usuario10@example.com,usuario11@example.com;¡Usted ha ganado!;Ha ganado un premio de $50,000,000! Reclámelo ya: [link sospechoso];2024-07-27 09:30:00;6;sospechoso;3;2;0.15;Fail;1;1;9;1;SPAM
soporte_tecnico@ayuda.com;cliente2@example.com;Problemas con su cuenta;Por favor, actualice sus datos para evitar problemas con su cuenta.;2024-07-27 11:45:00;2;sospechoso;1;1;0.7;Neutral;1;0;3;0;SPAM
amigo@gmail.com;amigo@gmail.com;Cita mañana;Nos vemos mañana a las 10 am en el cafe.;2024-07-27 15:00:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
ventas@empresa.com;cliente3@example.com;Nueva promoción;Aproveche nuestra nueva promoción del 50% de descuento.;2024-07-28 10:00:00;1;comun;1;1;0.8;Pass;1;0;1;0;HAM
riqueza@dinero.com;usuario12@example.com,usuario13@example.com;Sea rico!;Invierta ahora y haga su fortuna. Oportunidad única!!;2024-07-28 12:30:00;7;lista_negra;10;5;0.2;Fail;1;1;12;1;SPAM
notificaciones_bancarias@banco.com;cliente4@example.com;Transacción realizada;Se ha realizado una transacción en su cuenta por $100.000 COP.;2024-07-28 14:45:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
oferta_irresistible@promociones.com;usuario14@example.com;¡No lo pierda!;Oferta por tiempo limitado!!;2024-07-29 09:15:00;4;sospechoso;3;1;0.3;Fail;1;1;5;0;SPAM
reclamo@empresa.com.co;cliente5@example.com;Reclamo por su pedido;Hemos recibido su reclamo. Le responderemos pronto.;2024-07-29 11:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
correo_importante@importante.com;usuario15@example.com;Mensaje Importante;Este es un correo importante. Por favor, léalo con atención.;2024-07-29 13:30:00;1;comun;1;0;0.9;Pass;0;0;1;0;HAM
ganar_dinero@facil.com;usuario16@example.com,usuario17@example.com;¡Gane dinero fácil!;¡Gane dinero fácil y rápido! Sólo necesitas este enlace [link sospechoso];2024-07-30 10:45:00;5;sospechoso;5;2;0.2;Fail;1;1;6;0;SPAM
suerte@gana.com;usuario18@example.com;¡Felicidades, ha ganado!;Ha ganado un gran premio. Haga clic aquí: [link sospechoso];2024-07-30 13:15:00;3;sospechoso;2;1;0.1;Fail;1;1;4;1;SPAM
factura@empresa.com;cliente6@example.com;Factura Nro. 1234;Adjunta encontrará la factura Nro. 1234;2024-07-30 15:30:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
atencion_cliente@empresa.com.co;cliente7@example.com;Consulta sobre su pedido;Hemos recibido su consulta sobre su pedido. Le responderemos pronto.;2024-07-31 09:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
premio_mayor@premios.net;usuario19@example.com,usuario20@example.com;¡Premio millonario!;Usted ha ganado un premio millonario!!! Reclámelo aquí: [link sospechoso];2024-07-31 11:15:00;6;lista_negra;4;3;0.1;Fail;1;1;11;1;SPAM
oferta_unica@ofertas.com;usuario21@example.com;Oferta imperdible;No pierda esta oferta única. Aproveche ahora: [link sospechoso];2024-07-31 14:00:00;4;sospechoso;2;1;0.2;Fail;1;0;8;0;SPAM
notificacion@empresa.com;cliente8@example.com;Actualizacion de cuenta;Su cuenta ha sido actualizada exitosamente.;2024-08-01 08:30:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
inversion_segura@inversiones.com;usuario22@example.com;Invierta con nosotros;Invierta su dinero con nosotros y obtenga grandes ganancias!;2024-08-01 10:45:00;2;sospechoso;1;1;0.5;Neutral;1;0;2;0;SPAM
remate@remate.com;usuario23@example.com,usuario24@example.com;Remate de carros;Aproveche nuestro remate de carros usados.  Descuentos increíbles!!;2024-08-01 13:00:00;3;sospechoso;2;1;0.4;Fail;1;0;6;0;SPAM
soporte@empresa.com;usuario25@example.com;Problema con su cuenta;Tenemos un problema con su cuenta. Por favor, actualice sus datos;2024-08-02 10:00:00;2;sospechoso;1;1;0.7;Neutral;1;0;3;0;SPAM
invitacion@evento.com;usuario26@example.com;Invitacion a evento;Lo invitamos a nuestro evento el próximo sábado. Más información en [link seguro];2024-08-02 12:15:00;0;comun;1;0;0.8;Pass;0;0;0;0;HAM
felicidades@ganaste.com;usuario27@example.com,usuario28@example.com,usuario29@example.com;¡Ha ganado un premio!;¡Felicitaciones! Ha ganado un premio en efectivo.  Reclámelo aquí: [link sospechoso];2024-08-02 15:00:00;5;lista_negra;3;2;0.2;Fail;1;1;10;1;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
oferta_increible@spam.com;usuario1@example.com,usuario2@example.com,usuario3@example.com;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos. Reclame su premio aquí: [enlace sospechoso];2024-07-26 10:30:00;5;lista_negra;3;2;0.2;Fail;1;1;7;1;SPAM
banco_colombia_oficial@fake.net;cliente1@banco.com.co;Actualización de seguridad;Estimado cliente, actualice su información bancaria aquí: [enlace malicioso].;2024-07-26 12:45:00;3;sospechoso;1;1;0.8;Fail;1;0;2;0;SPAM
ganaste_un_carro@spam.com.co;persona1@mail.com,persona2@gmail.com;¡Un carro nuevo te espera!;¡Ha ganado un carro 0 km! Haga clic aquí para reclamarlo: [enlace fraudulento];2024-07-27 09:15:00;4;lista_negra;2;3;0.1;Fail;1;0;5;1;SPAM
soporte_tecnico@phishing.net;usuario@example.com;Problema con su cuenta;Su cuenta ha sido comprometida. Haga clic aquí para solucionarlo: [enlace peligroso];2024-07-27 14:20:00;6;sospechoso;1;1;0.9;Fail;1;0;8;1;SPAM
amigo@gmail.com;amigo1@gmail.com;Cita para el almuerzo;Nos vemos hoy a la 1pm en La Puerta Falsa;2024-07-27 16:00:00;0;comun;1;0;0.0;Pass;0;0;0;0;HAM
notificacion@spam.net;usuario4@example.com,usuario5@example.com;¡Oferta Exclusiva!;No pierda esta oportunidad, compre ahora con un 90% de descuento. [enlace sospechoso];2024-07-28 11:00:00;8;lista_negra;2;4;0.3;Fail;1;1;9;1;SPAM
empresa_confiable@spam.co;cliente2@empresa.com.co;Factura pendiente;Por favor, realice el pago de su factura adjunta.;2024-07-28 15:30:00;2;sospechoso;1;1;0.7;Neutral;1;1;1;0;SPAM
jefe@empresa.com;empleado1@empresa.com;Reunión;Nos vemos mañana a las 10:00 AM en la sala de juntas.;2024-07-29 08:00:00;0;comun;1;0;0.0;Pass;0;0;0;0;HAM
oferta_increible@spam.com;usuario6@example.com;Oferta irresistible;Aproveche nuestro descuento del 50% en electrodomésticos. [enlace a pagina falsa];2024-07-29 13:45:00;7;lista_negra;1;1;0.5;Fail;1;0;6;1;SPAM
ganador@spam.net;usuario7@example.com,usuario8@example.com;¡Has ganado!;Ha ganado un premio, reclamelo aqui [enlace];2024-07-30 10:15:00;4;lista_negra;2;2;0.2;Fail;1;1;3;1;SPAM
correo_importante@fakemail.com;cliente3@mail.com;Información bancaria;Actualice su información bancaria para evitar problemas. [enlace peligroso];2024-07-30 16:30:00;5;sospechoso;1;1;0.9;Fail;1;0;4;1;SPAM
notificaciones@spam.com.co;usuario9@example.com;Nueva promoción;Disfrute de increíbles descuentos en nuestros productos. [enlace];2024-07-31 09:00:00;3;lista_negra;1;2;0.4;Fail;1;0;2;1;SPAM
ana@gmail.com;juan@gmail.com;Reunion de trabajo;Nos vemos a las 3 PM en la oficina.;2024-07-31 12:00:00;0;comun;1;0;0.0;Pass;0;0;0;0;HAM
promoción@spam.com;usuario10@example.com,usuario11@example.com;¡Gran Remate!;Aproveche nuestras ofertas de verano!! [enlace a pagina falsa];2024-08-01 14:45:00;6;lista_negra;2;3;0.6;Fail;1;1;8;1;SPAM
sorteo@spam.co;usuario12@example.com;¡Felicidades, has ganado!;Reclame su premio aquí [enlace];2024-08-01 17:20:00;5;lista_negra;1;1;0.3;Fail;1;0;4;1;SPAM
maria@gmail.com;pedro@gmail.com;Cena esta noche;Te espero a las 8 PM en Casa Del Chorro.;2024-08-02 11:30:00;0;comun;1;0;0.0;Pass;0;0;0;0;HAM
oferta_especial@spam.net;usuario13@example.com;Descuento increible;Obtenga un 70% de descuento en su compra. [enlace];2024-08-02 15:00:00;4;lista_negra;1;2;0.5;Fail;1;0;3;1;SPAM
premio_mayor@spam.com.co;usuario14@example.com,usuario15@example.com;¡Gane el premio mayor!;Has ganado un viaje a Cartagena. Reclame su premio aquí: [enlace sospechoso];2024-08-03 10:45:00;7;lista_negra;2;3;0.2;Fail;1;1;6;1;SPAM
soporte_tecnico@spam.net;usuario16@example.com;Problemas con su cuenta;Su cuenta ha sido bloqueada. Haga clic aquí para desbloquearla: [enlace peligroso];2024-08-03 13:15:00;6;sospechoso;1;1;0.8;Fail;1;0;5;1;SPAM
empresa_x@gmail.com;cliente4@empresa.com;Factura;Adjunto encontrará su factura del mes de Julio.;2024-08-04 09:30:00;1;comun;1;1;0.8;Pass;0;1;1;0;HAM
ofertas_increibles@spam.com;usuario17@example.com;¡Aproveche esta oportunidad!;No se pierda esta increíble oferta. [enlace];2024-08-04 12:00:00;5;lista_negra;1;2;0.4;Fail;1;0;2;1;SPAM
super_oferta@spam.co;usuario18@example.com,usuario19@example.com;¡Descuento gigante!;Compre ahora y ahorre hasta un 80%. [enlace];2024-08-05 10:00:00;8;lista_negra;2;4;0.7;Fail;1;1;10;1;SPAM
juan@gmail.com;sofia@gmail.com;Feliz cumpleaños!;¡Feliz cumpleaños, Sofía! Espero que tengas un día maravilloso.;2024-08-05 14:30:00;0;comun;1;0;0.0;Pass;0;0;0;0;HAM
ganador_sorteo@spam.net;usuario20@example.com;¡Ha ganado un premio!;Reclame su premio aquí: [enlace];2024-08-06 11:45:00;4;lista_negra;1;2;0.3;Fail;1;0;3;1;SPAM
luis@gmail.com;ana@gmail.com;Planeación de viaje;Nos vemos mañana para planear el viaje a la playa.;2024-08-06 16:00:00;0;comun;1;0;0.0;Pass;0;0;0;0;HAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
oferta_increible@example.com;usuario1@gmail.com,usuario2@hotmail.com,usuario3@yahoo.com;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos.  Reclame su premio aquí: [enlace sospechoso].;2024-07-26 10:30:00;5;sospechoso;3;1;0.2;Fail;1;1;8;0;SPAM
ganagana@mail.com;cliente@empresa.com.co;Oferta Exclusiva!;Aproveche nuestra oferta exclusiva de vacaciones en Cartagena. ¡Reserve ahora!;2024-07-25 14:45:00;2;comun;1;0;0.8;Pass;0;0;1;0;HAM
info@empresaX.com;usuario4@outlook.com;Actualización de Cuenta;Estimado cliente, por favor actualice su información de cuenta en el siguiente enlace:[enlace seguro];2024-07-27 09:00:00;1;comun;1;1;0.9;Pass;0;0;0;0;HAM
ofertas_increibles@spam.net;usuario5@gmail.com,usuario6@hotmail.com,usuario7@yahoo.com,usuario8@outlook.com;¡Gane un carro!;¡Ha ganado un carro nuevo!  Visite nuestra página para reclamarlo: [enlace sospechoso];2024-07-26 16:15:00;6;lista_negra;4;2;0.1;Fail;1;1;10;1;SPAM
soporte@ejemplo.com;usuario9@gmail.com;Problema con su cuenta;Estimado cliente, hemos detectado un problema con su cuenta. Por favor, ingrese aquí para solucionarlo: [enlace seguro];2024-07-28 11:20:00;1;comun;1;1;0.9;Pass;0;0;1;0;HAM
notificaciones@empresaY.co;usuario10@hotmail.com;Su pedido ha sido enviado;Su pedido #1234 ha sido enviado. Puede rastrearlo aquí: [enlace de seguimiento];2024-07-29 13:30:00;0;comun;1;1;0.95;Pass;0;0;0;0;HAM
premio_millonario@spam.com;usuario11@gmail.com,usuario12@hotmail.com;¡Ha ganado!;Usted ha sido seleccionado para un premio millonario. Haga clic aquí: [enlace sospechoso];2024-07-26 08:45:00;7;lista_negra;2;3;0.15;Fail;1;1;12;1;SPAM
servicio_cliente@example.com;usuario13@outlook.com;Solicitud de información;Gracias por contactarnos. Nos pondremos en contacto a la brevedad.;2024-07-27 15:00:00;0;comun;1;0;0.99;Pass;0;0;0;0;HAM
ofertas_especiales@spam.org;usuario14@gmail.com,usuario15@yahoo.com;¡Oferta irresistible!;No pierda esta oportunidad. ¡Compre ya!: [enlace sospechoso];2024-07-28 18:20:00;4;sospechoso;2;1;0.25;Fail;1;1;5;0;SPAM
atencion_cliente@empresaZ.com.co;usuario16@hotmail.com;Consulta;Gracias por su consulta.  Le responderemos pronto.;2024-07-29 10:15:00;0;comun;1;0;0.85;Pass;0;0;0;0;HAM
gana_dinero@spam.net;usuario17@gmail.com,usuario18@outlook.com,usuario19@yahoo.com;¡Dinero fácil!;Gane dinero fácil y rápido. ¡Inscríbase aquí!: [enlace sospechoso];2024-07-25 19:30:00;8;lista_negra;3;2;0.1;Fail;1;1;15;1;SPAM
ventas@ejemplo.com;cliente1@empresa.com.co;Nueva promoción;Nueva promoción de productos.  Visite nuestra página web para más información.;2024-07-27 17:45:00;1;comun;1;0;0.8;Pass;0;0;1;0;HAM
superoferta@spam.info;usuario20@gmail.com,usuario21@hotmail.com,usuario22@yahoo.com;¡Super Oferta!;Aproveche esta super oferta.  ¡Compre ahora!: [enlace sospechoso];2024-07-28 09:00:00;5;sospechoso;3;1;0.3;Fail;1;1;7;0;SPAM
contacto@empresaA.com.co;usuario23@outlook.com;Información de pedido;Su pedido ha sido confirmado.  Puede rastrearlo aquí: [enlace de seguimiento];2024-07-29 12:00:00;0;comun;1;1;0.9;Pass;0;0;0;0;HAM
mega_premio@spam.com;usuario24@gmail.com,usuario25@hotmail.com,usuario26@yahoo.com;¡Premio Mayor!;¡Felicitaciones!  Ha ganado el premio mayor.  Reclame su premio aquí: [enlace sospechoso];2024-07-26 11:45:00;6;lista_negra;3;2;0.1;Fail;1;1;10;1;SPAM
soporte_tecnico@ejemplo.net;usuario27@outlook.com;Soporte técnico;Para soporte técnico, por favor contacte a nuestro equipo.;2024-07-27 08:30:00;0;comun;1;0;0.95;Pass;0;0;1;0;HAM
ofertas_diarias@spam.org;usuario28@gmail.com,usuario29@hotmail.com;¡Ofertas Diarias!;¡Ofertas increíbles todos los días!  [enlace sospechoso];2024-07-28 14:15:00;3;sospechoso;2;1;0.2;Fail;1;1;4;0;SPAM
reclama_tu_premio@spam.net;usuario30@yahoo.com,usuario31@outlook.com;¡Reclama tu premio!;No deje pasar esta oportunidad.  Reclame su premio aquí: [enlace sospechoso];2024-07-25 17:00:00;4;lista_negra;2;1;0.18;Fail;1;1;6;1;SPAM
notificaciones@empresaB.com;usuario32@gmail.com;Su cuenta ha sido actualizada;Su cuenta ha sido actualizada exitosamente.;2024-07-29 16:30:00;0;comun;1;0;0.98;Pass;0;0;0;0;HAM
gran_oportunidad@spam.info;usuario33@hotmail.com,usuario34@yahoo.com;¡Gran Oportunidad!;¡No pierda esta gran oportunidad!  [enlace sospechoso];2024-07-28 11:00:00;3;sospechoso;2;1;0.2;Fail;1;1;5;0;SPAM
premio_garantizado@spam.com;usuario35@outlook.com;Premio Garantizado;¡Premio garantizado!  [enlace sospechoso];2024-07-26 13:15:00;2;lista_negra;1;1;0.25;Fail;1;1;3;0;SPAM
confirmacion_pedido@ejemplo.net;usuario36@gmail.com;Confirmación de pedido;Su pedido ha sido confirmado.  Gracias por su compra.;2024-07-27 19:45:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
oferta_limitada@spam.org;usuario37@hotmail.com,usuario38@yahoo.com;Oferta Limitada;Oferta limitada por tiempo.  [enlace sospechoso];2024-07-28 16:00:00;4;sospechoso;2;1;0.15;Fail;1;1;6;0;SPAM
remitente;destinatarios;asunto;cuerpo;fecha_hora;frecuencia_palabras_spam;reputacion_dominio_remitente;cantidad_destinatarios_visibles;presencia_y_numero_urls;relacion_texto_html;autenticidad_remitente;personalizacion_saludo;adjuntos_peligrosos;uso_simbolos_excesivos;scripts_o_formularios;etiqueta
bancocolombia@correo.com;usuario1@gmail.com,usuario2@hotmail.com;Actualización de Seguridad;Estimado cliente, actualice su información bancaria aquí: [enlace sospechoso]. ¡No pierda su dinero!;2024-07-26 10:30:00;3;sospechoso;2;1;0.2;Fail;1;1;5;0;SPAM
ofertasincreibles@promociones.net;cliente@yahoo.com,otrocliente@outlook.es;¡Gane un Millón!;¡Felicidades! Ha ganado un millón de pesos. Reclame su premio aquí: [enlace acortado];2024-07-26 12:15:00;4;lista_negra;2;1;0.1;Fail;1;0;2;1;SPAM
notificaciones@empresa.com;usuario3@gmail.com;Su paquete ha llegado;Su paquete está listo para ser recogido. Haga clic aquí para rastrearlo: [enlace seguro];2024-07-26 14:45:00;1;comun;1;1;0.8;Pass;0;0;1;0;HAM
ganagana@aol.com;persona1@gmail.com,persona2@hotmail.com,persona3@yahoo.com;¡Dinero Fácil!;Gane dinero fácil desde casa. ¡Inscríbase ahora!;2024-07-26 16:00:00;5;sospechoso;3;2;0.3;Fail;1;0;7;1;SPAM
soporte@compañia.com;clientefiel@gmail.com;Actualización de su cuenta;Estimado cliente, por favor actualice su información de contacto;2024-07-27 08:00:00;1;comun;1;0;0.9;Pass;0;0;0;0;HAM
ofertas@megaoferta.com;usuario4@gmail.com,usuario5@outlook.com;Gran Remate;Aproveche nuestras increíbles ofertas. ¡Compre ahora!;2024-07-27 09:30:00;2;sospechoso;2;1;0.2;Fail;1;0;3;0;SPAM
amigo@gmail.com;tucorreo@gmail.com;Feliz Cumpleaños!;¡Feliz cumpleaños, amigo! Espero que tengas un día maravilloso.;2024-07-27 11:00:00;0;comun;1;0;0.95;Pass;0;0;0;0;HAM
ventas@empresaficticia.com;cliente1@gmail.com,cliente2@hotmail.com;Oferta Exclusiva;¡Aproveche esta increíble oferta por tiempo limitado!;2024-07-27 13:45:00;3;sospechoso;2;1;0.15;Fail;1;0;4;1;SPAM
servicioalcliente@empresa.co;usuario6@outlook.com;Importante;Tenemos un problema con tu cuenta. Actualiza tu información aquí [link];2024-07-27 15:30:00;2;sospechoso;1;1;0.25;Fail;1;0;2;0;SPAM
informes@empresa.com.co;usuario7@gmail.com;Re: Reunión;Nos vemos mañana a las 10am;2024-07-28 09:00:00;0;comun;1;0;1.0;Pass;0;0;0;0;HAM
premios@ganapremio.com;persona4@gmail.com,persona5@hotmail.com,persona6@yahoo.com;¡Has Ganado!;¡Felicitaciones! Ha ganado un premio. Reclámelo aquí: [enlace];2024-07-28 11:15:00;4;lista_negra;3;1;0.1;Fail;1;0;6;1;SPAM
facturacion@empresa.com;cliente3@outlook.com;Su factura;Adjunta encontrará su factura del mes.  Por favor revisela;2024-07-28 14:00:00;0;comun;1;0;0.9;Pass;0;0;0;0;HAM
soportetecnico@empresa.com;usuario8@gmail.com;Problema con tu cuenta;Hay un problema con tu cuenta, por favor actualiza tu contraseña;2024-07-29 10:45:00;1;comun;1;0;0.85;Neutral;1;0;1;0;HAM
ganador@loteria.com;usuario9@gmail.com,usuario10@hotmail.com;¡Eres un Ganador!;Has ganado un gran premio! Reclámalo ahora;2024-07-29 12:30:00;3;sospechoso;2;1;0.2;Fail;1;0;5;1;SPAM
correoimportante@correo.com.co;usuario11@gmail.com;Notificación importante;Por favor revise esta importante notificacion;2024-07-29 15:00:00;1;comun;1;0;0.9;Pass;0;0;1;0;HAM
ofertasdiarias@promociones.com.co;usuario12@outlook.com;¡Ofertas Imperdibles!;No te pierdas estas ofertas, aprovecha ahora;2024-07-30 09:15:00;2;sospechoso;1;1;0.1;Fail;1;0;3;1;SPAM
contacto@empresa.com;usuario13@gmail.com;Re: Pedido #12345;Su pedido ha sido enviado;2024-07-30 11:45:00;0;comun;1;0;0.98;Pass;0;0;0;0;HAM
alertas@seguridad.com;usuario14@hotmail.com;Alerta de Seguridad;Su cuenta ha sido comprometida. Actúe ahora;2024-07-30 14:30:00;4;sospechoso;1;1;0.3;Fail;1;1;6;1;SPAM
notificaciones@banco.com.co;usuario15@gmail.com;Actualiza tu clave;Actualiza tu clave por seguridad;2024-07-31 10:00:00;1;comun;1;0;0.9;Pass;1;0;1;0;HAM
premiosinstantaneos@premios.com;usuario16@outlook.com,usuario17@gmail.com;¡Premio Instantáneo!;¡Felicidades! Ha ganado un premio instantáneo;2024-07-31 12:15:00;3;sospechoso;2;1;0.2;Fail;1;0;4;1;SPAM
atencionalcliente@empresa.co;usuario18@gmail.com;Información importante;Importante información sobre su cuenta;2024-07-31 15:45:00;1;comun;1;0;0.8;Pass;0;0;1;0;HAM
ofertasflash@ofertas.com;usuario19@hotmail.com,usuario20@yahoo.com;¡Ofertas Flash!;Aproveche nuestras ofertas flash por tiempo limitado;2024-08-01 08:30:00;2;sospechoso;2;1;0.1;Fail;1;0;2;1;SPAM
